Country,Code,Year,GDP,Growth,CPI,Imports,Exports,Population
France,FRA,1999.0,1.49264756019604e12,3.40709914778192,82.998117158493,23.6843852136939,26.0765353865349,6.0496718e7
France,FRA,2000.0,1.36224894048277e12,3.87516225892932,84.3891323092084,27.2662714690058,28.5949742490286,6.09125e7
France,FRA,2001.0,1.37646532438479e12,1.95444942442889,85.768709637685,26.6934728903914,28.2658952021844,6.135743e7
France,FRA,2002.0,1.49428665537361e12,1.11845689131513,87.4183955374897,25.5409745004028,27.5310502579308,6.1805267e7
France,FRA,2003.0,1.84048081264108e12,0.81953166864028,89.2528462580725,24.6858645485955,26.1119689746398,6.2244886e7
France,FRA,2004.0,2.11574248820462e12,2.78642411066656,91.1647222368861,25.4561715567725,26.4688363216607,6.2704895e7
France,FRA,2005.0,2.19612610371844e12,1.60771381370549,92.7563391930177,26.947655734595,27.0330510418171,6.3179351e7
France,FRA,2006.0,2.31859365198846e12,2.37494689985766,94.3101233525137,28.16836935943,27.9350550901956,6.3621381e7
France,FRA,2007.0,2.65721324938407e12,2.36149887424855,95.7134561579475,28.5674990728149,27.853257510199,6.4016227e7
France,FRA,2008.0,2.91838289146038e12,0.195294767119066,98.4057435464288,29.2776980294924,28.1193848563025,6.4374989e7
France,FRA,2009.0,2.69022228396777e12,-2.94134105795949,98.4919671294586,25.6269036398058,24.8355472102672,6.4707044e7
France,FRA,2010.0,2.64260954893036e12,1.96565737641497,100.0,28.0794912416196,26.7882998402738,6.5027507e7
France,FRA,2011.0,2.86140817026461e12,2.0792291743201,102.11159795175,30.369238945981,28.4213374764194,6.5342775e7
France,FRA,2012.0,2.68382522509263e12,0.182693034194116,104.107058016154,30.499031981938,29.2030271868495,6.5659789e7
France,FRA,2013.0,2.81107772570359e12,0.576241545777577,105.006246810607,30.3993172078638,29.3647378670492,6.599866e7
France,FRA,2014.0,2.85216576063027e12,0.947586472086044,105.539425293424,30.8121120215465,29.666684498073,6.6316092e7
France,FRA,2015.0,2.43820789625184e12,1.06746164702885,105.579017755019,31.1590715564548,30.5926223781313,6.6593366e7
France,FRA,2016.0,2.46513429743891e12,1.1876503808742,105.772580900597,30.9734322668189,30.1554630596868,6.6859768e7
France,FRA,2017.0,2.58250130721642e12,1.81940018089266,106.864453008147,31.9841777192091,30.881854339891,6.7118648e7
French Polynesia,PYF,1960.0,,,,,,78076.0
French Polynesia,PYF,1961.0,,,,,,80703.0
French Polynesia,PYF,1962.0,,,,,,83651.0
French Polynesia,PYF,1963.0,,,,,,86837.0
French Polynesia,PYF,1964.0,,,,,,90132.0
French Polynesia,PYF,1965.0,1.76534589603389e8,,,,,93438.0
French Polynesia,PYF,1966.0,2.15659455017302e8,9.57657823321398,,,,96732.0
French Polynesia,PYF,1967.0,2.2098436912915e8,-4.73916661508066,,,,100029.0
French Polynesia,PYF,1968.0,2.59590076293001e8,14.9308021381053,,,,103386.0
French Polynesia,PYF,1969.0,2.42943776862299e8,-2.68594101286762,,,,106857.0
French Polynesia,PYF,1970.0,2.54035999217197e8,1.62671134424308,,,,110495.0
French Polynesia,PYF,1971.0,2.96613496873269e8,12.0024086435434,,,,114313.0
French Polynesia,PYF,1972.0,3.25843254667123e8,-4.69507872897101,,,,118279.0
French Polynesia,PYF,1973.0,4.31254103046477e8,7.8025611188126,,,,122356.0
French Polynesia,PYF,1974.0,5.55337985682991e8,18.0010489048829,,,,126486.0
French Polynesia,PYF,1975.0,6.90319754911192e8,-4.90270239510315,,,,130619.0
French Polynesia,PYF,1976.0,7.3228614334291e8,8.20361632274225,,,,134748.0
French Polynesia,PYF,1977.0,7.9319318741557e8,2.07899270822934,,,,138864.0
French Polynesia,PYF,1978.0,1.00557329420763e9,9.89255929875752,,,,143032.0
French Polynesia,PYF,1979.0,1.21503177526795e9,3.92592417389798,,,,147296.0
French Polynesia,PYF,1980.0,1.36215152368993e9,0.484901264845377,,,,151708.0
French Polynesia,PYF,1981.0,1.27997286638172e9,8.50472937744387,,,,156243.0
French Polynesia,PYF,1982.0,1.28646264263697e9,9.97163846384962,,,,160888.0
French Polynesia,PYF,1983.0,1.3358952863918e9,5.40631994982289,,,,165613.0
French Polynesia,PYF,1984.0,1.37899140337881e9,5.40568608280671,,,,170396.0
French Polynesia,PYF,1985.0,1.50723077889921e9,5.40654304195019,,,,175204.0
French Polynesia,PYF,1986.0,2.30151471729807e9,8.40000312438367,,,,180075.0
French Polynesia,PYF,1987.0,2.5431991483893e9,7.10000435343268,,,,184950.0
French Polynesia,PYF,1988.0,2.68747282962988e9,2.39999874410782,,,,189738.0
French Polynesia,PYF,1989.0,2.6364615171052e9,3.00000197109196,,,,194252.0
French Polynesia,PYF,1990.0,3.18120630481549e9,2.20000012757878,,,,198375.0
French Polynesia,PYF,1991.0,3.26736760989528e9,4.89999620301293,,27.9936989012744,1.31989180040847,202016.0
French Polynesia,PYF,1992.0,3.55821511024809e9,0.899997580305097,,25.1159139728982,1.42308233556394,205266.0
French Polynesia,PYF,1993.0,3.69460039989225e9,0.1000032335198,,24.6193222546535,2.4532104297166,208345.0
French Polynesia,PYF,1994.0,3.52227232140766e9,0.800002277894023,,24.7122846823699,3.6654854398235,211579.0
French Polynesia,PYF,1995.0,3.98237484592709e9,0.499993912135068,,25.2268152381616,2.93262342818017,215196.0
French Polynesia,PYF,1996.0,3.95469687374892e9,0.300000310147965,,25.6864683943071,4.20228151905667,219283.0
French Polynesia,PYF,1997.0,3.56706251187293e9,1.90000414548467,,26.2350689563286,4.35428181608517,223731.0
French Polynesia,PYF,1998.0,3.77516079738928e9,6.19999577060079,,28.7377186564736,4.08880524176644,228376.0
French Polynesia,PYF,1999.0,3.79701606869688e9,4.00000464325639,,24.2287049061251,5.01600003577494,232952.0
French Polynesia,PYF,2000.0,3.4475431379415e9,4.0000003434361,,24.2287954688592,4.89658290517091,237258.0
French Polynesia,PYF,2001.0,,,,,,241273.0
French Polynesia,PYF,2002.0,,,,,,245006.0
French Polynesia,PYF,2003.0,,,,,,248499.0
French Polynesia,PYF,2004.0,,,,,,251775.0
French Polynesia,PYF,2005.0,,,,,,254886.0
French Polynesia,PYF,2006.0,,,,,,257832.0
French Polynesia,PYF,2007.0,,,,,,260594.0
French Polynesia,PYF,2008.0,,,,,,263179.0
French Polynesia,PYF,2009.0,,,,,,265581.0
French Polynesia,PYF,2010.0,,,,,,267820.0
French Polynesia,PYF,2011.0,,,,,,269843.0
French Polynesia,PYF,2012.0,,,,,,271703.0
French Polynesia,PYF,2013.0,,,,,,273528.0
French Polynesia,PYF,2014.0,,,,,,275484.0
French Polynesia,PYF,2015.0,,,,,,277690.0
French Polynesia,PYF,2016.0,,,,,,280208.0
French Polynesia,PYF,2017.0,,,,,,283007.0
Gabon,GAB,1960.0,1.41468977570007e8,,,32.6272095196205,34.1709866594221,499184.0
Gabon,GAB,1961.0,1.67637907381696e8,14.7668431868332,,31.6628120291076,31.2116929841637,504167.0
Gabon,GAB,1962.0,1.82796536499917e8,7.44921159688671,9.3176401180043,30.7683996684865,31.7142574775686,509806.0
Gabon,GAB,1963.0,1.54480244246828e8,6.09243528403599,9.98462785637379,45.3936620976737,47.1029950587534,516265.0
Gabon,GAB,1964.0,2.15679855272553e8,4.55445363440383,10.3169570205981,35.9514815816693,41.8918698703132,523789.0
Gabon,GAB,1965.0,2.26474285587116e8,8.33333566041171,10.5685333037688,37.2972972972973,43.2432432432432,532511.0
Gabon,GAB,1966.0,2.45849781715943e8,4.50800456670004,10.9536624286928,39.5695264187958,39.7351059164083,542557.0
Gabon,GAB,1967.0,2.71543680279265e8,4.11515285426292,11.1702975614442,48.0539071856287,48.0539071856287,553823.0
Gabon,GAB,1968.0,2.94468564534311e8,2.50880088058756,11.431191484725,49.2455146102841,48.4224832860128,565873.0
Gabon,GAB,1969.0,3.18124701048993e8,8.08291043381715,11.7712853490321,54.0508644027053,54.6554602013933,578108.0
Gabon,GAB,1970.0,3.23802475481029e8,8.67934217556071,12.2200850147161,37.988818326521,49.7206592802996,590118.0
Gabon,GAB,1971.0,3.81687073058602e8,10.2587309116899,12.6921787806717,52.3311132254995,66.3176974310181,601731.0
Gabon,GAB,1972.0,4.30508357724e8,11.3369706830662,13.1347666863079,72.2578801843318,73.0874377880184,613123.0
Gabon,GAB,1973.0,7.22780701123338e8,10.1824336186273,13.9500601966333,57.6660273122284,58.8454314090627,624621.0
Gabon,GAB,1974.0,1.54421600398425e9,39.4870951788449,15.6342236479548,43.2606941081517,57.546408393866,636696.0
Gabon,GAB,1975.0,2.15759293660731e9,19.1901149100017,20.0826203342842,47.9022491349481,49.5242214532872,649716.0
Gabon,GAB,1976.0,3.00940997090463e9,35.6253379697775,24.1335990410691,46.0992907801419,45.5847587261855,663770.0
Gabon,GAB,1977.0,2.80934907417711e9,-12.582091168196,27.47672252124,51.2605042016807,51.5937409446537,678774.0
Gabon,GAB,1978.0,2.38947926918832e9,-24.0492060700073,30.4343633959268,46.9213649851632,61.7581602373887,694732.0
Gabon,GAB,1979.0,3.03025111635966e9,0.474405279722845,32.8547165686165,37.4030406453615,58.4858827179646,711533.0
Gabon,GAB,1980.0,4.27963793385136e9,2.55293715765221,36.9091066259084,31.6301703163017,64.720194647202,729159.0
Gabon,GAB,1981.0,3.86226912692681e9,5.09532927895783,40.122598787444,40.6955693187232,63.3635064316341,747587.0
Gabon,GAB,1982.0,3.61800784444908e9,-3.09752039780534,46.8173741239936,39.666919000757,61.594751450921,766855.0
Gabon,GAB,1983.0,3.39127573131859e9,5.60824067925306,51.8136946826807,43.542521086435,61.3247697902964,787013.0
Gabon,GAB,1984.0,3.56145156223576e9,7.50890230839573,54.8484967998092,40.2004883691042,59.092661611618,808083.0
Gabon,GAB,1985.0,3.33991475937275e9,-2.33294933269414,58.882563028675,57.2809063645451,62.5724758413862,830085.0
Gabon,GAB,1986.0,3.40363819357905e9,-0.803597733902933,62.5835412202951,54.7043352846356,35.1913124628828,853027.0
Gabon,GAB,1987.0,3.28179703866566e9,-17.1460422148976,61.9913847096359,45.2195072263918,42.6949203879677,876863.0
Gabon,GAB,1988.0,3.83450337835497e9,12.8453532480867,56.5509467679544,41.7914367793285,36.7305839700992,901458.0
Gabon,GAB,1989.0,4.18641145745694e9,8.54530998982546,60.362954305323,41.1980531636091,45.7955821789592,926622.0
Gabon,GAB,1990.0,5.95229376584468e9,5.19223727652398,65.0261868267643,30.8589411329137,46.0385042576823,952212.0
Gabon,GAB,1991.0,5.40291995693831e9,6.11250348301178,57.4271533548204,33.2714792537205,47.2634592944106,978223.0
Gabon,GAB,1992.0,5.59239084852648e9,-3.09014565154393,51.946929897579,33.7932892329726,46.0755528555794,1.004676e6
Gabon,GAB,1993.0,4.37864508101769e9,3.94655500790242,52.2241948471014,34.5484230291866,48.7946135128426,1.031504e6
Gabon,GAB,1994.0,4.19081931402958e9,3.71275484108966,71.0856133709942,38.2510468214595,61.6756399787038,1.058663e6
Gabon,GAB,1995.0,4.95884590634769e9,4.97384776335103,77.9429091303675,35.7476971557854,59.3869990303814,1.086137e6
Gabon,GAB,1996.0,5.69404033682571e9,3.62504902027987,78.4804762127003,33.0076558637737,62.6632449876407,1.113994e6
Gabon,GAB,1997.0,5.32681685899586e9,5.73836739483843,81.5988587539897,37.2322537068605,61.3040108069859,1.142324e6
Gabon,GAB,1998.0,4.48341711983928e9,3.47783358718901,82.7810128713628,48.5684310018904,47.4063516068053,1.171224e6
Gabon,GAB,1999.0,4.6629920362073e9,-8.93262280230104,81.1778724846929,38.1189481017067,59.6125043538837,1.200773e6
Gabon,GAB,2000.0,5.0678653207979e9,-1.88296639760897,81.5877558194148,32.6697522310293,69.0321767086082,1.231122e6
Gabon,GAB,2001.0,5.01887417918704e9,2.13523342197423,83.3317924353412,29.3633807625275,54.2752324798833,1.262259e6
Gabon,GAB,2002.0,5.31038115135952e9,-0.249033168543434,83.3623609445929,32.1501818428416,52.6088996947807,1.294409e6
Gabon,GAB,2003.0,6.49730566209274e9,2.2473300115045,85.2258040938075,28.3731737105414,51.9294344950898,1.328146e6
Gabon,GAB,2004.0,7.75629357498077e9,0.689543058464849,85.5737003494262,26.728381864986,55.0391552768837,1.364205e6
Gabon,GAB,2005.0,9.57897359100958e9,2.67620333310926,88.7470584040505,23.9409270825355,60.0086727573886,1.403126e6
Gabon,GAB,2006.0,1.03184244643377e10,-2.80657835569052,87.4962561506103,28.077592735444,60.5718165208079,1.444844e6
Gabon,GAB,2007.0,1.24389567564455e10,6.00810802487668,91.8975968052488,26.6038745775238,58.528604586134,1.489193e6
Gabon,GAB,2008.0,1.55085748203516e10,-3.30843064878752,96.7353633316694,26.7991605832374,62.1997120113374,1.536411e6
Gabon,GAB,2009.0,1.20651382727538e10,0.130331119816617,98.5595093774516,31.3328452395852,52.1717321839784,1.586754e6
Gabon,GAB,2010.0,1.43585843003006e10,7.08988731455126,100.0,31.4941703485316,57.6634923763037,1.64021e6
Gabon,GAB,2011.0,1.81864781199582e10,7.09175334258654,101.263317078374,28.7540052056817,61.7443721274506,1.697101e6
Gabon,GAB,2012.0,1.71714473723334e10,5.25107691750407,103.949243818539,31.3924675039244,60.9503414381301,1.756817e6
Gabon,GAB,2013.0,1.75907451621326e10,5.63869900338693,104.474645977231,33.2776302665374,57.3574058813271,1.817271e6
Gabon,GAB,2014.0,1.81797520097489e10,4.31496444107471,109.374984864148,28.9994366216762,44.5208923945675,1.875713e6
Gabon,GAB,2015.0,1.4377324797637e10,3.8788993950789,109.004427677729,27.9177729544577,46.0320085043704,1.930175e6
Gabon,GAB,2016.0,1.40143696417689e10,2.09144220829562,111.300831725277,26.0980337724197,44.0353472921111,1.979786e6
Gabon,GAB,2017.0,1.5013950984084e10,0.495319116004509,114.252447232406,24.6412159556512,50.4623142786611,2.025137e6
"Gambia, The",GMB,1960.0,,,,,,367928.0
"Gambia, The",GMB,1961.0,,,2.27690230345145,,,376737.0
"Gambia, The",GMB,1962.0,,,2.3176046160494,,,383523.0
"Gambia, The",GMB,1963.0,,,2.42458821752339,,,389072.0
"Gambia, The",GMB,1964.0,,,2.31461729035587,,,394553.0
"Gambia, The",GMB,1965.0,,,2.34281017660434,,,400861.0
"Gambia, The",GMB,1966.0,4.42123536988296e7,,2.34841141228135,43.5773274224193,36.1706143128562,408180.0
"Gambia, The",GMB,1967.0,4.66953631558873e7,0.0,2.38145870278857,47.1898483080513,40.5214702450408,416339.0
"Gambia, The",GMB,1968.0,4.11606585705371e7,9.57614346404301,2.48097399001845,50.9933527696793,39.9904373177843,425510.0
"Gambia, The",GMB,1969.0,4.51687226995632e7,2.43552288196156,2.60532142208015,51.0917109458023,40.3928799149841,435798.0
"Gambia, The",GMB,1970.0,5.2296836749388e7,6.15384657359954,2.55360334598601,40.9088572739789,37.7915557595227,447285.0
"Gambia, The",GMB,1971.0,5.5728608974983e7,-0.06587703327952,2.63164722977647,37.1813100436681,32.3672489082969,460194.0
"Gambia, The",GMB,1972.0,5.91615449957528e7,0.241704780203023,2.86055106118836,40.7557432432432,33.7730574324324,474539.0
"Gambia, The",GMB,1973.0,7.5187969924812e7,9.2503292512107,3.05846138850674,42.38109375,35.10265625,489861.0
"Gambia, The",GMB,1974.0,9.57975334619206e7,5.87879361713715,3.34095037457985,43.7154972544234,38.9730323367907,505512.0
"Gambia, The",GMB,1975.0,1.15182522123894e8,12.3934290841754,4.20709175917297,43.6145978391357,44.7085714285714,521070.0
"Gambia, The",GMB,1976.0,1.12189468481826e8,7.35122573384366,4.92344720198356,46.3548873228325,41.0568517994186,536409.0
"Gambia, The",GMB,1977.0,1.38094243349324e8,3.43957605817063,5.53344905787282,47.5171174744616,36.7355007940942,551817.0
"Gambia, The",GMB,1978.0,1.71836793402695e8,6.31644631458663,6.02345511281956,59.8879743303571,33.6812220982143,567831.0
"Gambia, The",GMB,1979.0,2.07114382546071e8,-1.32818316559813,6.39263012920505,63.2552130474224,34.9595566314545,585157.0
"Gambia, The",GMB,1980.0,2.4108070889018e8,6.27007960788137,6.8289025656078,63.5984727882557,42.7362117947004,604369.0
"Gambia, The",GMB,1981.0,2.18764445784343e8,3.32189401013004,7.23482803613595,66.7570311333647,43.9610919071626,625411.0
"Gambia, The",GMB,1982.0,2.16051495959817e8,-0.764582638694051,8.02022978669623,59.6381602422238,44.3343868056983,648210.0
"Gambia, The",GMB,1983.0,2.1344656257106e8,10.8832277690973,8.87328578233336,62.482250979714,50.4882900411417,673238.0
"Gambia, The",GMB,1984.0,1.7733880193075e8,3.53525730453974,10.8341452396778,64.7891913152926,51.124937067338,701104.0
"Gambia, The",GMB,1985.0,2.25724851691107e8,-0.812264660967884,12.8189481746983,53.9166164173161,43.8648501052392,732096.0
"Gambia, The",GMB,1986.0,1.85646209386282e8,4.09107073826074,20.0693673126296,56.0983198506534,46.6241521468575,766589.0
"Gambia, The",GMB,1987.0,2.20626484224811e8,2.45433259611131,24.7915222545697,59.2869041517171,49.4180868785238,804125.0
"Gambia, The",GMB,1988.0,2.66673126229801e8,4.4768269238773,27.6897967045178,58.4532826518349,50.3657173202158,843050.0
"Gambia, The",GMB,1989.0,2.8411969249433e8,5.8957218716149,29.9811318364171,65.2774202177885,55.0599839853348,881138.0
"Gambia, The",GMB,1990.0,3.17083373524559e8,3.55887936867576,33.6291712329271,71.582679085085,59.9027362567641,916808.0
"Gambia, The",GMB,1991.0,6.90314321374999e8,3.10703925567468,36.5355196462805,34.6640272408911,29.4389196534377,949493.0
"Gambia, The",GMB,1992.0,7.14255460503389e8,3.37868893949897,40.0014772473756,36.8503769782072,30.5927066695166,979718.0
"Gambia, The",GMB,1993.0,7.55042548055824e8,3.01210106430119,42.5870944247693,36.4379064785144,28.1920156527405,1.008358e6
"Gambia, The",GMB,1994.0,7.46491692583857e8,0.154346247509579,43.3154216064277,28.6764609354065,21.239618008448,1.036829e6
"Gambia, The",GMB,1995.0,7.85996982492168e8,0.881848176098728,46.3392601079536,35.5011489922873,23.7756490416755,1.066223e6
"Gambia, The",GMB,1996.0,8.4823710856163e8,2.22354559172075,46.848755040077,29.1557227815931,21.7986715984453,1.096708e6
"Gambia, The",GMB,1997.0,8.0363074253446e8,4.89999909182418,48.1517256861631,25.3852955516743,22.9322025464249,1.128169e6
"Gambia, The",GMB,1998.0,8.40285264631545e8,3.49999851271963,48.6882266338146,28.565387616061,25.3055746540899,1.160944e6
"Gambia, The",GMB,1999.0,8.1472346008372e8,6.3999993162972,50.5444029794249,28.0159364396815,24.3973610833853,1.19542e6
"Gambia, The",GMB,2000.0,7.82915402421095e8,5.5000001741499,50.9714878023085,30.5611455661123,25.7986743189831,1.231844e6
"Gambia, The",GMB,2001.0,6.87408804630527e8,5.80000023581577,53.2614308715519,25.1084650526988,21.8207981338634,1.270495e6
"Gambia, The",GMB,2002.0,5.78236035104279e8,-3.25000030726736,57.8467738956503,32.4855663356834,27.1573845831505,1.311349e6
"Gambia, The",GMB,2003.0,4.87038821611959e8,6.86999980286433,67.6997376928424,37.7650065890941,31.0937864451292,1.354194e6
"Gambia, The",GMB,2004.0,5.78785951428733e8,7.04999993440639,77.3176656311829,48.760140383177,34.2270295149876,1.398573e6
"Gambia, The",GMB,2005.0,6.24173239919651e8,-0.941675911734237,81.0587750366687,49.5851087687822,32.7708006279435,1.444204e6
"Gambia, The",GMB,2006.0,6.55070067733924e8,1.12409970169954,82.7257515217788,47.2124014141964,33.8482458525972,1.491021e6
"Gambia, The",GMB,2007.0,7.98885556457903e8,3.63102553253142,87.1674085832518,42.0663278144029,28.8863167429923,1.539116e6
"Gambia, The",GMB,2008.0,9.65781078206954e8,5.73464194582797,91.0408274149397,39.8031073578127,23.4078290486633,1.588572e6
"Gambia, The",GMB,2009.0,9.00639534010899e8,6.44969585762824,95.1937289989253,41.9135725298996,25.3531691461433,1.63956e6
"Gambia, The",GMB,2010.0,9.51806368699129e8,6.52629745205276,100.0,42.7162253394344,23.7829120096017,1.692149e6
"Gambia, The",GMB,2011.0,8.98290989936018e8,-4.29512177343572,104.796484978653,41.0655582845267,26.4575854902702,1.746363e6
"Gambia, The",GMB,2012.0,9.10026155731035e8,5.59976122159176,109.255087875534,44.2773457572539,30.8519749237779,1.802125e6
"Gambia, The",GMB,2013.0,1.36704158496392e9,4.78892198182355,115.482333219833,27.0949642006223,19.3027111573651,1.859324e6
"Gambia, The",GMB,2014.0,1.25906362983287e9,-0.94023555890665,122.350500544682,32.1199002835607,19.3500226667344,1.917852e6
"Gambia, The",GMB,2015.0,1.39414961502468e9,5.86824765221019,130.680521792411,32.2711577863688,15.808798519646,1.97759e6
"Gambia, The",GMB,2016.0,1.44229854244008e9,0.405596455448503,140.127145838956,28.0262259968982,16.0501660501031,2.038501e6
"Gambia, The",GMB,2017.0,1.48946478757415e9,4.55773201072564,151.385773692168,34.7665292676888,12.3534412796811,2.100568e6
Georgia,GEO,1960.0,,,,,,3.6456e6
Georgia,GEO,1961.0,,,,,,3.7036e6
Georgia,GEO,1962.0,,,,,,3.7603e6
Georgia,GEO,1963.0,,,,,,3.8161e6
Georgia,GEO,1964.0,,,,,,3.8703e6
Georgia,GEO,1965.0,,,,,,3.9216e6
Georgia,GEO,1966.0,,7.53563129431645,,,,3.9667e6
Georgia,GEO,1967.0,,6.24999954351667,,,,4.0058e6
Georgia,GEO,1968.0,,4.45633481389496,,,,4.0423e6
Georgia,GEO,1969.0,,4.77814972509454,,,,4.0803e6
Georgia,GEO,1970.0,,12.0521162460367,,,,4.1199e6
Georgia,GEO,1971.0,,2.47093612493659,,,,4.163e6
Georgia,GEO,1972.0,,2.83687380741317,,,,4.2053e6
Georgia,GEO,1973.0,,6.48276154621443,,,,4.2425e6
Georgia,GEO,1974.0,,8.80829341015128,,,,4.2795e6
Georgia,GEO,1975.0,,7.38094530055106,,,,4.3112e6
Georgia,GEO,1976.0,,6.09756423426701,,,,4.3424e6
Georgia,GEO,1977.0,,6.89655016091217,,,,4.3721e6
Georgia,GEO,1978.0,,7.42912769196214,,,,4.3977e6
Georgia,GEO,1979.0,,7.3703460719565,,,,4.4302e6
Georgia,GEO,1980.0,,4.5762662745781,,,,4.4677e6
Georgia,GEO,1981.0,,5.2674236559412,,,,4.5045e6
Georgia,GEO,1982.0,,2.00153854146588,,,,4.5428e6
Georgia,GEO,1983.0,,4.30188684407233,,,,4.5829e6
Georgia,GEO,1984.0,,5.42692297056473,,,,4.6222e6
Georgia,GEO,1985.0,,4.94165541968425,,,,4.6629e6
Georgia,GEO,1986.0,,-8.17527589257101,,,,4.7045e6
Georgia,GEO,1987.0,,1.28204284825999,,40.8450704225352,41.5492957746479,4.7435e6
Georgia,GEO,1988.0,,5.55555807916292,,46.2585034013605,42.1768707482993,4.7907e6
Georgia,GEO,1989.0,,-7.19520189572218,,45.1388888888889,42.3611111111111,4.8033e6
Georgia,GEO,1990.0,7.75350186776095e9,-14.7882259000602,,45.3333333333333,40.0,4.802e6
Georgia,GEO,1991.0,6.35761589403974e9,-21.1000005652983,,31.25,27.6041666666667,4.8359e6
Georgia,GEO,1992.0,3.69032896364086e9,-44.8999999083819,,66.2868632707775,35.656836461126,4.8735e6
Georgia,GEO,1993.0,2.70118133130816e9,-29.3000014703288,,71.7501478938092,46.8887411644884,4.9111e6
Georgia,GEO,1994.0,2.51387058673344e9,-10.3999932773972,10.9011308634888,109.130510916547,57.7721046215228,4.8616e6
Georgia,GEO,1995.0,2.69373186597036e9,2.59999522220717,28.6391405567436,42.3267831001806,25.5018957089734,4.734e6
Georgia,GEO,1996.0,3.09491551140755e9,11.2000026905484,39.9107903009958,32.3705508835684,13.3262886739346,4.6161e6
Georgia,GEO,1997.0,3.51054084358306e9,10.5190406535869,42.7395145104369,42.142594330352,15.6101324977598,4.5316e6
Georgia,GEO,1998.0,3.61350013304173e9,3.10490342440102,44.2639508531427,37.1079148153487,16.4587254734464,4.4873e6
Georgia,GEO,1999.0,2.80002433752473e9,2.86925646115832,52.7593874463469,38.0963085675264,19.0556066150206,4.4525e6
Georgia,GEO,2000.0,3.05745346755136e9,1.83834178668694,54.9035089108937,39.6672123303314,22.9946305291361,4.4183e6
Georgia,GEO,2001.0,3.21948775195539e9,4.80545213578864,57.4543503233544,38.8685695938317,24.461373424753,4.3864e6
Georgia,GEO,2002.0,3.39573983696871e9,5.47383808471587,60.6648059412,42.3997021596523,29.229173981988,4.357e6
Georgia,GEO,2003.0,3.99128153113947e9,11.0581021189276,61.1730159690591,46.4221096673402,31.8376173431689,4.301e6
Georgia,GEO,2004.0,5.12536283331629e9,5.7959795323014,64.6331613976932,48.1823009503316,31.5557500939047,4.245e6
Georgia,GEO,2005.0,6.41084704501065e9,9.58829021995979,69.9635166666667,51.5677294052005,33.7482714265032,4.19e6
Georgia,GEO,2006.0,7.74540171771248e9,9.42074069458749,76.37285,57.0167147963282,32.8655666014691,4.136e6
Georgia,GEO,2007.0,1.01728696735843e10,12.5787802210538,83.4334416666667,57.9505828189382,31.2057156367187,4.082e6
Georgia,GEO,2008.0,1.2795044475201e10,2.41810328792498,91.7763583333333,58.4035773401547,28.6199722052768,4.03e6
Georgia,GEO,2009.0,1.07668090961694e10,-3.65010078377811,93.3618083333333,48.9341321476275,29.7394864807678,3.978e6
Georgia,GEO,2010.0,1.16385368618315e10,6.24941773703172,100.0,52.7644643003124,34.9511326618302,3.926e6
Georgia,GEO,2011.0,1.44346199724072e10,7.22152324281349,108.542933333333,54.7740689074223,36.2424236447085,3.875e6
Georgia,GEO,2012.0,1.58464745977447e10,6.35048206593898,107.518658333333,57.7983248944553,38.1505226910387,3.825e6
Georgia,GEO,2013.0,1.61400470416347e10,3.38704408935058,106.9681,57.6413822875591,44.6892322316947,3.776e6
Georgia,GEO,2014.0,1.65093058289648e10,4.62333152551979,110.25075,60.4701485409832,42.9436170935255,3.727e6
Georgia,GEO,2015.0,1.39935467477492e10,2.88031881486216,114.664725,62.2702269046483,44.7379565764606,3.7171e6
Georgia,GEO,2016.0,1.43780167291587e10,2.84897337602513,117.112733333333,59.3253576738686,43.604243241451,3.7193e6
Georgia,GEO,2017.0,1.50813380922875e10,4.83323052690004,124.180858333333,62.2485776614569,50.2656416560882,3.7171e6
Germany,DEU,1960.0,,,24.6460730060838,,,7.28149e7
Germany,DEU,1961.0,,,25.2113792816068,,,7.3377632e7
Germany,DEU,1962.0,,,25.9282073506126,,,7.4025784e7
Germany,DEU,1963.0,,,26.6974864572048,,,7.4714353e7
Germany,DEU,1964.0,,,27.3210659221602,,,7.5318337e7
Germany,DEU,1965.0,,,28.2069030752563,,,7.5963695e7
Germany,DEU,1966.0,,,29.2034686223852,,,7.6600311e7
Germany,DEU,1967.0,,,29.7279781648471,,,7.6951336e7
Germany,DEU,1968.0,,,30.1650720893408,,,7.7294314e7
Germany,DEU,1969.0,,,30.742029335778,,,7.7909682e7
Germany,DEU,1970.0,2.15021806498156e11,,31.802699391616,16.6455269979024,15.1700213743282,7.8169289e7
Germany,DEU,1971.0,2.49039217364635e11,3.13269975367778,33.469472456038,16.3457615598358,14.6001387452274,7.8312842e7
Germany,DEU,1972.0,2.98667219346133e11,4.30034129410552,35.3052537711476,16.2414213845761,14.5930156736184,7.8688452e7
Germany,DEU,1973.0,3.9686674255397e11,4.7774869132114,37.7879256604717,16.4103804688935,15.3974036525952,7.8936666e7
Germany,DEU,1974.0,4.43618642959716e11,0.890068704199294,40.427951495958,18.7874092593866,18.2870297959623,7.8967433e7
Germany,DEU,1975.0,4.88780155338262e11,-0.866738895212265,42.8173806150513,18.8679864923074,17.1575951576623,7.8673554e7
Germany,DEU,1976.0,5.17787921003573e11,4.94925839213008,44.6356771397617,20.3759494843633,18.1212991875784,7.833695e7
Germany,DEU,1977.0,5.98226205424071e11,3.34721808803467,46.3024485373781,20.2008551365846,18.0292954608651,7.8159814e7
